"Year","Month","State","Countym","Industry","Suspicious.Activity","Regulator","Relationship","Product","Instrument","Count"
"2012","May","New York","New York County, NY","Securities/Futures","Bribery or Gratuity","SEC","Customer","Stocks","Other",1
"2012","May","New York","New York County, NY","Securities/Futures","Insider Trading","SEC","Customer","Stocks","Other",1
"2012","May","New York","New York County, NY","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Stocks","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Changes Spelling or Arrangement of Name","SEC","Customer","Bonds/Notes","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Other Money Laundering","SEC","Customer","Bonds/Notes","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Other Other Suspicious Activities","SEC","Customer","Bonds/Notes","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Bonds/Notes","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Customer","Bonds/Notes","Other",1
"2012","October","Florida","Miami-Dade County, FL","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","SEC","Customer","Bonds/Notes","Other",1
"2012","November","New Jersey","Bergen County, NJ","Securities/Futures","Other Money Laundering","CFTC","Customer","Forex Transactions","Other",1
"2012","November","New Jersey","Bergen County, NJ","Securities/Futures","Transaction with No Apparent Economic, Business, or Lawful Purpose","CFTC","Customer","Forex Transactions","Other",1
"2012","November","New Jersey","Bergen County, NJ","Securities/Futures","Two or More Individuals Working Together","CFTC","Customer","Forex Transactions","Other",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Forgeries","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Misappropriation","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Provided Questionable or False Documentation","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Arkansas","Pulaski County, AR","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","April","Georgia","Houston County, GA","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","April","Massachusetts","Suffolk County, MA","Securities/Futures","Check","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check",1
"2012","April","Massachusetts","Suffolk County, MA","Securities/Futures","Forgeries","SEC","No Relationship to Institution","Mutual Fund","Personal/Business Check",1
"2012","April","Virginia","Chesterfield County, VA","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","April","Virginia","Chesterfield County, VA","Securities/Futures","Two or More Individuals Working Together","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","May","California","Los Angeles County, CA","Securities/Futures","Check","SEC","No Relationship to Institution","Stocks","Personal/Business Check",1
"2012","May","California","Los Angeles County, CA","Securities/Futures","Market Manipulation/Wash Trading","SEC","No Relationship to Institution","Stocks","Personal/Business Check",1
"2012","May","California","Orange County, CA","Securities/Futures","Multiple Transactions Below Ctr Threshold","SEC","Customer","Debit Card","U.S. Currency",1
"2012","May","California","Orange County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Customer","Debit Card","U.S. Currency",1
"2012","May","Connecticut","Fairfield County, CT","Securities/Futures","Other Money Laundering","SEC","No Relationship to Institution","Other","Foreign Currency",1
"2012","May","New Jersey","Hudson County, NJ","Securities/Futures","Other Other Suspicious Activities","SEC","Customer","Insurance/Annuity Products","U.S. Currency",1
"2012","May","New Jersey","Hudson County, NJ","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Insurance/Annuity Products","U.S. Currency",1
"2012","May","New York","Putnam County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","No Relationship to Institution","Penny Stocks/Microcap Securities","Funds Transfer",2
"2012","May","New York","Putnam County, NY","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","June","Arizona","Maricopa County, AZ","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Arizona","Maricopa County, AZ","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Arizona","Maricopa County, AZ","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Arizona","Maricopa County, AZ","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Bonds/Notes","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Forgeries","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Orange County, FL","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Forgeries","SEC","Employee","Other","Bank/Cashier's Check",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","SEC","Customer","Other","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","SEC","Customer","Stocks","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Employee","Other","Bank/Cashier's Check",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Other Other Suspicious Activities","SEC","Employee","Other","Bank/Cashier's Check",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Other","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Stocks","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Other","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Stocks","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Employee","Other","Bank/Cashier's Check",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Customer","Other","Funds Transfer",1
"2012","June","Florida","Palm Beach County, FL","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Customer","Stocks","Funds Transfer",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Changes Spelling or Arrangement of Name","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Identity Theft","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Misappropriation","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Multiple Individuals with Same or Similar Identities","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Provided Questionable or False Documentation","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Mississippi","Hinds County, MS","Securities/Futures","Single Individual with Multiple Identities","SEC","Customer","Stocks","Personal/Business Check",1
"2012","June","Nevada","Clark County, NV","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Customer","Insurance/Annuity Products","Funds Transfer",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","SEC","Customer","Insurance/Annuity Products","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","SEC","Customer","Mutual Fund","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Insurance/Annuity Products","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Mutual Fund","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Other Structuring","SEC","Customer","Insurance/Annuity Products","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Other Structuring","SEC","Customer","Mutual Fund","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Customer","Insurance/Annuity Products","Personal/Business Check",1
"2012","June","Ohio","Delaware County, OH","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Customer","Mutual Fund","Personal/Business Check",1
"2012","July","Arizona","Maricopa County, AZ","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Penny Stocks/Microcap Securities","Funds Transfer",2
"2012","July","Arizona","Maricopa County, AZ","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Penny Stocks/Microcap Securities","U.S. Currency",2
"2012","July","California","Los Angeles County, CA","Securities/Futures","Suspicious Use of Multiple Locations","CFTC","Customer","Forex Transactions","Funds Transfer",1
"2012","July","California","Santa Clara County, CA","Securities/Futures","Forgeries","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Alters Transactions to Avoid Ctr Requirement","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Alters Transactions to Avoid Ctr Requirement","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Insider Trading","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Insider Trading","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Money Laundering","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Money Laundering","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Mortgage Fraud","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Mortgage Fraud","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Securities/Futures/Options","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Structuring","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Other Structuring","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Home Equity Loan","Bank/Cashier's Check",1
"2012","July","Colorado","Pitkin County, CO","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Penny Stocks/Microcap Securities","Bank/Cashier's Check",1
"2012","July","Connecticut","Fairfield County, CT","Securities/Futures","Other Other Suspicious Activities","SEC","No Relationship to Institution","Futures/Options on Futures","U.S. Currency",1
"2012","July","Connecticut","Hartford County, CT","Securities/Futures","Other Securities/Futures/Options","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","July","Connecticut","Hartford County, CT","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Other","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Stocks","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Stocks","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Stocks","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Stocks","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Florida","Charlotte County, FL","Securities/Futures","Wire Transfer","SEC","No Relationship to Institution","Stocks","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Bonds/Notes","Funds Transfer",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Bonds/Notes","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Concerning the Source of Funds","SEC","Customer","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Exchange of Currencies","SEC","Customer","Bonds/Notes","Funds Transfer",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Exchange of Currencies","SEC","Customer","Bonds/Notes","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Exchange of Currencies","SEC","Customer","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Exchange of Currencies","SEC","Customer","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Customer","Bonds/Notes","Funds Transfer",2
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Customer","Bonds/Notes","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Customer","Mutual Fund","Funds Transfer",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Suspicious Use of Multiple Accounts","SEC","Customer","Mutual Fund","U.S. Currency",1
"2012","July","Florida","Miami-Dade County, FL","Securities/Futures","Transaction Out of Pattern for Customer(s)","SEC","Customer","Bonds/Notes","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Account Takeover","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Embezzlement/Theft/Disappearance of Funds","CFTC","Customer","Futures/Options on Futures","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Identity Theft","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Other Fraud (Type)","SEC","No Relationship to Institution","Stocks","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Other Structuring","CFTC","Customer","Futures/Options on Futures","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Pyramid Scheme","CFTC","Customer","Futures/Options on Futures","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Suspicious Concerning the Source of Funds","CFTC","Customer","Futures/Options on Futures","Funds Transfer",1
"2012","July","Illinois","Cook County, IL","Securities/Futures","Unauthorized Electronic Intrusion","SEC","No Relationship to Institution","Mutual Fund","Funds Transfer",1
